"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Cover_Type","Combined_Soil_Type","Combined_Wilderness_Area","Total_Hillshade"
3253,"N","0-5",551,197,3017,3216,"Lodgepole Pine","31","Comanche Peak Area",605
2680,"NE","15-20",30,-1,2100,2609,"Douglas-fir","10","Comanche Peak Area",541
3027,"E","10-15",175,39,420,1338,"Lodgepole Pine","32","Comanche Peak Area",570
3098,"W","15-20",218,-22,2089,2069,"Lodgepole Pine","32","Comanche Peak Area",610
2988,"N","35-40",309,14,2207,3019,"Lodgepole Pine","31","Comanche Peak Area",425
2932,"SE","5-10",192,11,5017,2529,"Lodgepole Pine","19","Rawah Area",610
3080,"SE","25-30",180,-10,3500,907,"Lodgepole Pine","33","Comanche Peak Area",572
3166,"N","15-20",30,5,1411,2536,"Lodgepole Pine","22","Rawah Area",561
3154,"S","10-15",300,14,2224,751,"Spruce/Fir","23","Rawah Area",630
3050,"S","5-10",319,24,765,888,"Spruce/Fir","32","Comanche Peak Area",617
2913,"W","5-10",285,14,5435,5558,"Lodgepole Pine","23","Rawah Area",628
2403,"E","15-20",42,5,741,834,"Ponderosa Pine","1","Cache la Poudre Area",526
3505,"E","30-35",350,108,2497,3743,"Krummholz","40","Rawah Area",452
2503,"NE","5-10",150,10,1114,4295,"Lodgepole Pine","18","Rawah Area",587
3114,"S","20-25",124,23,3544,774,"Lodgepole Pine","33","Comanche Peak Area",596
3207,"S","5-10",150,5,2372,1487,"Spruce/Fir","23","Comanche Peak Area",621
3109,"S","10-15",67,6,3017,3248,"Spruce/Fir","30","Rawah Area",622
2874,"NW","20-25",90,39,713,1899,"Lodgepole Pine","24","Comanche Peak Area",573
2923,"E","15-20",0,0,485,1566,"Lodgepole Pine","33","Comanche Peak Area",555
2993,"E","25-30",319,102,2260,1641,"Lodgepole Pine","13","Comanche Peak Area",505
3206,"NE","10-15",618,90,2081,2763,"Spruce/Fir","24","Comanche Peak Area",559
2980,"NE","15-20",750,214,1657,2054,"Lodgepole Pine","33","Comanche Peak Area",543
2831,"NE","10-15",301,14,2656,3692,"Lodgepole Pine","23","Rawah Area",560
3036,"SW","5-10",417,98,3190,1033,"Lodgepole Pine","32","Comanche Peak Area",628
2840,"NE","0-5",85,6,592,474,"Spruce/Fir","23","Comanche Peak Area",611
3168,"W","10-15",488,63,888,1092,"Lodgepole Pine","23","Comanche Peak Area",618
3172,"E","10-15",816,163,2358,2981,"Spruce/Fir","33","Comanche Peak Area",584
2137,"SE","25-30",30,11,1248,600,"Cottonwood/Willow","3","Cache la Poudre Area",526
2982,"E","10-15",95,10,4368,3859,"Lodgepole Pine","29","Rawah Area",561
2901,"NE","15-20",67,0,3434,1650,"Lodgepole Pine","23","Rawah Area",533
3280,"E","15-20",618,119,1261,1746,"Spruce/Fir","13","Neota Area",540
2935,"W","10-15",319,60,3711,5300,"Lodgepole Pine","29","Rawah Area",625
3146,"NW","15-20",256,51,201,853,"Spruce/Fir","22","Neota Area",597
2924,"NE","15-20",218,99,1785,2880,"Lodgepole Pine","33","Comanche Peak Area",517
2964,"NE","5-10",85,12,3531,2469,"Lodgepole Pine","29","Rawah Area",587
2851,"SW","10-15",153,2,3102,2529,"Lodgepole Pine","12","Rawah Area",638
3061,"E","10-15",175,21,1248,2229,"Lodgepole Pine","29","Rawah Area",561
3129,"N","10-15",95,8,1671,642,"Spruce/Fir","31","Comanche Peak Area",575
3166,"NE","5-10",268,22,1091,2308,"Spruce/Fir","23","Neota Area",576
3146,"SW","10-15",180,24,127,3086,"Lodgepole Pine","23","Comanche Peak Area",636
3065,"N","5-10",127,1,1865,1276,"Spruce/Fir","22","Comanche Peak Area",591
2724,"SE","10-15",552,124,1320,2678,"Lodgepole Pine","12","Rawah Area",606
2782,"NE","5-10",153,8,1784,2839,"Lodgepole Pine","29","Rawah Area",594
3018,"W","15-20",598,309,2608,1114,"Lodgepole Pine","13","Comanche Peak Area",636
2917,"SE","0-5",150,35,1177,2359,"Lodgepole Pine","31","Comanche Peak Area",608
3020,"NW","15-20",531,250,824,1387,"Spruce/Fir","31","Comanche Peak Area",594
2957,"NE","10-15",150,21,990,2116,"Lodgepole Pine","32","Comanche Peak Area",555
2878,"E","25-30",218,96,1385,2018,"Lodgepole Pine","13","Comanche Peak Area",508
2985,"SE","5-10",390,12,2577,2138,"Spruce/Fir","29","Rawah Area",608
3246,"SE","5-10",361,2,4294,2313,"Spruce/Fir","22","Rawah Area",603
3355,"NE","15-20",120,56,4113,3874,"Krummholz","40","Rawah Area",531
2889,"NE","10-15",510,110,1332,2694,"Lodgepole Pine","33","Comanche Peak Area",547
3150,"NE","15-20",391,43,5685,871,"Spruce/Fir","29","Rawah Area",539
3035,"SW","15-20",0,0,2568,1173,"Lodgepole Pine","23","Comanche Peak Area",638
2730,"SE","15-20",30,6,2423,6555,"Lodgepole Pine","12","Rawah Area",582
3178,"E","10-15",331,87,5256,1465,"Spruce/Fir","29","Rawah Area",573
2762,"W","10-15",30,6,1813,2766,"Lodgepole Pine","29","Rawah Area",616
2578,"SW","0-5",30,-4,2971,1158,"Douglas-fir","4","Comanche Peak Area",623
2840,"NE","10-15",547,95,2462,2629,"Lodgepole Pine","30","Rawah Area",567
3037,"N","10-15",270,38,2942,1673,"Lodgepole Pine","32","Comanche Peak Area",573
2824,"E","10-15",573,69,3294,6298,"Lodgepole Pine","12","Rawah Area",580
2809,"S","25-30",108,29,2382,1015,"Lodgepole Pine","13","Comanche Peak Area",608
2899,"E","25-30",201,99,216,1359,"Spruce/Fir","29","Rawah Area",475
2978,"E","20-25",30,-3,5151,2743,"Spruce/Fir","29","Rawah Area",498
3193,"E","15-20",598,266,1692,2868,"Spruce/Fir","33","Comanche Peak Area",547
3304,"NW","5-10",335,23,3564,1401,"Spruce/Fir","39","Rawah Area",612
2902,"SE","10-15",313,8,875,2495,"Lodgepole Pine","32","Comanche Peak Area",581
2784,"N","10-15",210,49,1527,2135,"Lodgepole Pine","31","Comanche Peak Area",582
2932,"SE","5-10",240,10,4164,4373,"Lodgepole Pine","12","Rawah Area",601
2766,"N","20-25",361,162,1318,716,"Lodgepole Pine","33","Comanche Peak Area",517
3000,"N","15-20",150,62,661,2526,"Spruce/Fir","29","Rawah Area",568
1918,"NW","25-30",42,17,85,402,"Ponderosa Pine","10","Cache la Poudre Area",536
3213,"NW","15-20",108,34,4452,3301,"Spruce/Fir","29","Rawah Area",605
3290,"E","0-5",469,47,5343,1054,"Lodgepole Pine","29","Rawah Area",603
3137,"NW","15-20",216,61,2893,1230,"Spruce/Fir","32","Comanche Peak Area",588
2880,"SE","5-10",85,7,5254,4237,"Lodgepole Pine","29","Rawah Area",598
3037,"E","5-10",108,9,1376,2674,"Lodgepole Pine","29","Rawah Area",598
3013,"N","5-10",190,33,4253,859,"Lodgepole Pine","29","Rawah Area",586
3538,"NE","20-25",895,304,2322,1528,"Spruce/Fir","40","Rawah Area",504
2616,"SE","20-25",216,65,421,1680,"Lodgepole Pine","12","Rawah Area",546
3146,"N","15-20",234,69,1230,255,"Spruce/Fir","24","Comanche Peak Area",547
2945,"NW","15-20",192,28,1214,3037,"Spruce/Fir","22","Rawah Area",570
2874,"SE","5-10",60,1,3273,2773,"Lodgepole Pine","29","Rawah Area",610
2595,"N","15-20",30,2,1266,1909,"Douglas-fir","13","Comanche Peak Area",538
2844,"N","10-15",67,13,4532,4821,"Lodgepole Pine","29","Rawah Area",571
2783,"N","10-15",30,1,1001,2121,"Spruce/Fir","17","Comanche Peak Area",579
2987,"N","5-10",0,0,3887,2479,"Spruce/Fir","23","Rawah Area",590
3247,"NE","5-10",800,56,3737,2491,"Spruce/Fir","23","Rawah Area",573
2507,"SE","10-15",404,150,560,907,"Ponderosa Pine","3","Comanche Peak Area",583
3274,"S","10-15",870,112,2314,1974,"Spruce/Fir","31","Comanche Peak Area",631
3027,"SE","5-10",560,23,5601,3960,"Spruce/Fir","29","Rawah Area",602
2966,"E","15-20",323,153,335,1201,"Lodgepole Pine","29","Rawah Area",536
2898,"N","10-15",534,149,2676,1020,"Lodgepole Pine","31","Comanche Peak Area",577
2738,"E","0-5",0,0,1664,2079,"Spruce/Fir","20","Rawah Area",604
2696,"NE","10-15",180,45,2641,888,"Lodgepole Pine","10","Comanche Peak Area",554
2931,"S","0-5",268,18,3695,4558,"Lodgepole Pine","12","Rawah Area",615
3229,"W","10-15",564,125,5989,2733,"Lodgepole Pine","30","Rawah Area",632
3268,"NE","5-10",330,-10,1578,1648,"Spruce/Fir","38","Rawah Area",580
3360,"W","15-20",300,68,2854,1124,"Spruce/Fir","23","Comanche Peak Area",626
3083,"N","0-5",382,29,3127,1464,"Lodgepole Pine","32","Comanche Peak Area",604
2372,"E","20-25",283,65,968,942,"Ponderosa Pine","3","Cache la Poudre Area",506
3031,"W","15-20",270,5,595,841,"Spruce/Fir","13","Comanche Peak Area",611
2682,"NE","10-15",384,-31,742,134,"Lodgepole Pine","10","Comanche Peak Area",554
3150,"SE","10-15",547,214,1530,2667,"Lodgepole Pine","33","Comanche Peak Area",594
3202,"NE","10-15",636,107,5738,1442,"Spruce/Fir","29","Rawah Area",557
3159,"N","10-15",1170,290,2906,1953,"Lodgepole Pine","32","Comanche Peak Area",574
2975,"SE","0-5",90,0,2678,1830,"Spruce/Fir","29","Rawah Area",612
3209,"NE","15-20",42,9,3840,2967,"Krummholz","39","Rawah Area",524
3200,"SW","0-5",485,28,6005,2219,"Lodgepole Pine","22","Rawah Area",622
3324,"NW","5-10",666,61,916,1114,"Spruce/Fir","23","Neota Area",597
3349,"NE","20-25",691,134,2307,2081,"Spruce/Fir","40","Rawah Area",510
3225,"NE","0-5",67,7,3153,1864,"Spruce/Fir","22","Rawah Area",597
3083,"N","15-20",598,39,3660,2779,"Lodgepole Pine","29","Rawah Area",542
3350,"E","5-10",618,92,1218,2460,"Spruce/Fir","32","Comanche Peak Area",594
3234,"NW","10-15",450,139,5145,1981,"Spruce/Fir","29","Rawah Area",602
2884,"W","10-15",218,61,2721,2343,"Lodgepole Pine","29","Rawah Area",627
3263,"N","5-10",840,-11,2116,655,"Spruce/Fir","32","Comanche Peak Area",588
3369,"SW","5-10",959,167,2947,1273,"Spruce/Fir","38","Comanche Peak Area",629
2467,"N","10-15",175,30,693,1256,"Ponderosa Pine","6","Cache la Poudre Area",567
1933,"E","15-20",180,57,212,924,"Ponderosa Pine","3","Cache la Poudre Area",534
3221,"NE","0-5",192,0,5670,1746,"Spruce/Fir","22","Rawah Area",607
2995,"E","10-15",295,20,5805,3667,"Lodgepole Pine","29","Rawah Area",576
3284,"E","15-20",162,14,3224,1176,"Spruce/Fir","22","Comanche Peak Area",558
3304,"W","10-15",210,52,4650,882,"Spruce/Fir","32","Comanche Peak Area",619
2963,"SE","5-10",361,50,3524,1689,"Lodgepole Pine","30","Rawah Area",612
2471,"NE","15-20",124,28,631,797,"Lodgepole Pine","11","Comanche Peak Area",534
3050,"NE","20-25",170,36,4530,2716,"Spruce/Fir","29","Rawah Area",504
2680,"S","15-20",30,11,1932,2454,"Lodgepole Pine","4","Comanche Peak Area",626
2945,"W","5-10",180,36,3709,4753,"Lodgepole Pine","12","Rawah Area",626
2572,"SE","20-25",420,136,420,450,"Ponderosa Pine","4","Comanche Peak Area",574
2674,"N","5-10",42,1,1396,323,"Lodgepole Pine","23","Rawah Area",589
3174,"SE","5-10",0,0,2180,4102,"Spruce/Fir","19","Neota Area",615
3113,"SW","10-15",175,37,5598,2605,"Lodgepole Pine","22","Rawah Area",637
3003,"E","10-15",390,58,4126,1740,"Lodgepole Pine","29","Rawah Area",571
3141,"NW","10-15",212,38,5262,513,"Lodgepole Pine","29","Rawah Area",602
2939,"SW","15-20",335,43,5810,6346,"Lodgepole Pine","29","Rawah Area",639
2322,"NW","10-15",382,38,1302,914,"Ponderosa Pine","2","Cache la Poudre Area",589
2662,"N","15-20",60,6,2400,875,"Lodgepole Pine","33","Comanche Peak Area",567
3123,"N","15-20",661,44,1006,1524,"Spruce/Fir","24","Comanche Peak Area",547
3265,"NE","10-15",335,90,4189,1921,"Spruce/Fir","39","Comanche Peak Area",562
3008,"N","0-5",247,0,3606,5838,"Spruce/Fir","29","Rawah Area",605
2954,"SE","15-20",450,116,713,2096,"Aspen","33","Comanche Peak Area",603
2263,"N","5-10",0,0,283,376,"Ponderosa Pine","10","Cache la Poudre Area",587
3217,"SE","15-20",510,79,626,2040,"Lodgepole Pine","22","Rawah Area",567
2025,"E","35-40",127,77,175,497,"Ponderosa Pine","1","Cache la Poudre Area",422
2520,"NE","20-25",95,16,1776,582,"Douglas-fir","10","Comanche Peak Area",485
2913,"NE","5-10",108,7,4826,1795,"Lodgepole Pine","19","Rawah Area",591
2554,"E","0-5",134,4,484,5555,"Lodgepole Pine","18","Rawah Area",604
2861,"E","15-20",150,51,150,1144,"Lodgepole Pine","29","Rawah Area",554
3223,"W","15-20",488,125,3446,1866,"Lodgepole Pine","33","Comanche Peak Area",608
3109,"S","15-20",636,68,6012,1838,"Lodgepole Pine","29","Rawah Area",635
3289,"NE","5-10",240,46,4851,607,"Lodgepole Pine","29","Rawah Area",592
2804,"N","10-15",42,6,3279,6372,"Lodgepole Pine","29","Rawah Area",580
2751,"N","15-20",67,15,1680,2455,"Lodgepole Pine","29","Rawah Area",565
2969,"W","5-10",228,27,1782,2256,"Lodgepole Pine","32","Comanche Peak Area",622
2886,"SE","10-15",95,16,4243,5911,"Lodgepole Pine","30","Rawah Area",606
3362,"NW","10-15",457,74,1357,1052,"Krummholz","39","Comanche Peak Area",608
2525,"NW","15-20",366,20,1008,977,"Lodgepole Pine","10","Comanche Peak Area",572
3139,"NE","10-15",120,24,300,2224,"Lodgepole Pine","23","Neota Area",566
3206,"NE","5-10",108,-8,2955,1637,"Spruce/Fir","29","Rawah Area",585
2995,"E","0-5",685,23,5503,6299,"Spruce/Fir","29","Rawah Area",608
3159,"W","30-35",67,17,636,2185,"Lodgepole Pine","23","Neota Area",605
3278,"SW","0-5",0,0,5998,485,"Spruce/Fir","38","Rawah Area",625
2767,"N","5-10",60,4,1485,1595,"Lodgepole Pine","12","Rawah Area",592
2689,"NE","5-10",60,8,1471,3522,"Lodgepole Pine","12","Rawah Area",582
2064,"SE","35-40",67,45,469,361,"Ponderosa Pine","1","Cache la Poudre Area",498
2933,"W","10-15",30,5,2925,1146,"Spruce/Fir","23","Comanche Peak Area",620
3004,"SE","10-15",124,22,4252,3948,"Lodgepole Pine","29","Rawah Area",595
3212,"N","5-10",268,6,658,1909,"Spruce/Fir","23","Neota Area",595
3107,"NW","15-20",150,3,3871,1855,"Spruce/Fir","23","Rawah Area",591
2827,"NE","15-20",150,50,3512,2783,"Lodgepole Pine","29","Rawah Area",525
3064,"N","15-20",210,21,300,492,"Spruce/Fir","22","Neota Area",553
2799,"E","10-15",470,65,190,866,"Lodgepole Pine","11","Comanche Peak Area",563
2862,"NW","30-35",108,51,908,1253,"Spruce/Fir","33","Comanche Peak Area",531
3401,"NE","10-15",488,122,2026,1654,"Spruce/Fir","35","Rawah Area",567
2919,"NW","20-25",234,69,5904,4703,"Lodgepole Pine","24","Rawah Area",564
3263,"N","20-25",750,135,1177,2110,"Lodgepole Pine","23","Comanche Peak Area",535
3142,"NE","5-10",95,7,2804,1107,"Spruce/Fir","23","Rawah Area",589
3213,"NE","10-15",180,19,5742,1237,"Lodgepole Pine","29","Rawah Area",572
2442,"NE","20-25",0,0,765,1425,"Douglas-fir","10","Comanche Peak Area",488
3240,"E","5-10",553,212,2810,3036,"Spruce/Fir","31","Comanche Peak Area",595
3110,"N","10-15",768,337,1187,1243,"Spruce/Fir","31","Comanche Peak Area",583
2997,"S","15-20",1057,142,3010,1379,"Lodgepole Pine","33","Comanche Peak Area",628
3116,"N","10-15",216,26,3509,2824,"Spruce/Fir","24","Rawah Area",582
2896,"W","15-20",30,10,2695,1024,"Lodgepole Pine","13","Comanche Peak Area",635
3171,"NW","20-25",0,0,2348,2947,"Spruce/Fir","29","Rawah Area",596
2647,"SE","20-25",120,-24,2706,1830,"Lodgepole Pine","4","Comanche Peak Area",589
3060,"NE","0-5",247,69,5677,4629,"Lodgepole Pine","12","Rawah Area",598
2912,"N","15-20",474,93,1530,2830,"Lodgepole Pine","33","Comanche Peak Area",549
3253,"W","10-15",720,143,1230,2783,"Spruce/Fir","32","Comanche Peak Area",625
3265,"SW","5-10",876,121,2206,2093,"Spruce/Fir","31","Comanche Peak Area",628
3052,"NW","10-15",124,19,4050,2295,"Lodgepole Pine","29","Rawah Area",598
2636,"N","10-15",268,47,1571,4302,"Lodgepole Pine","29","Rawah Area",561
2736,"N","5-10",30,-4,1652,2457,"Lodgepole Pine","20","Rawah Area",605
3093,"NE","5-10",518,18,3576,4609,"Lodgepole Pine","29","Rawah Area",583
2816,"NE","10-15",446,37,1855,1768,"Lodgepole Pine","29","Rawah Area",558
2360,"E","10-15",60,-5,564,785,"Ponderosa Pine","2","Cache la Poudre Area",571
3106,"SW","5-10",421,69,2397,1208,"Lodgepole Pine","31","Comanche Peak Area",633
2682,"N","5-10",390,65,1289,1406,"Lodgepole Pine","12","Rawah Area",588
3091,"SW","20-25",67,31,2432,932,"Lodgepole Pine","13","Comanche Peak Area",632
3328,"E","15-20",400,99,642,824,"Krummholz","24","Neota Area",525
2496,"E","30-35",42,21,566,1124,"Lodgepole Pine","4","Cache la Poudre Area",448
3109,"S","10-15",467,55,6090,1976,"Lodgepole Pine","29","Rawah Area",633
3063,"SW","25-30",162,51,2326,1668,"Lodgepole Pine","23","Comanche Peak Area",632
3024,"N","10-15",134,16,3719,2564,"Spruce/Fir","30","Rawah Area",562
2945,"N","10-15",552,39,5535,1968,"Lodgepole Pine","29","Rawah Area",579
2867,"SE","15-20",60,-2,4071,6072,"Lodgepole Pine","30","Rawah Area",605
3127,"NE","10-15",295,-1,2134,2488,"Spruce/Fir","29","Rawah Area",561
3207,"E","5-10",886,23,1239,2281,"Spruce/Fir","32","Comanche Peak Area",601
2877,"SE","20-25",60,14,1530,2576,"Lodgepole Pine","13","Comanche Peak Area",576
2885,"E","5-10",306,53,750,1461,"Aspen","11","Comanche Peak Area",596
3127,"S","10-15",201,24,2208,779,"Lodgepole Pine","32","Comanche Peak Area",634
2918,"S","10-15",400,69,3320,3577,"Lodgepole Pine","12","Rawah Area",617
3435,"NE","20-25",805,1,2496,1947,"Spruce/Fir","40","Rawah Area",485
3175,"N","5-10",153,26,4526,3200,"Spruce/Fir","23","Rawah Area",582
2926,"NE","20-25",201,7,792,633,"Lodgepole Pine","31","Comanche Peak Area",496
2701,"SE","5-10",30,0,1693,904,"Lodgepole Pine","29","Rawah Area",601
2741,"S","15-20",42,14,2654,5509,"Lodgepole Pine","29","Rawah Area",631
3193,"NE","0-5",618,98,5292,2160,"Spruce/Fir","19","Rawah Area",607
2369,"E","10-15",30,-1,708,1077,"Ponderosa Pine","4","Comanche Peak Area",560
2949,"N","10-15",60,4,5735,3640,"Spruce/Fir","29","Rawah Area",580
2505,"S","5-10",0,0,892,1533,"Douglas-fir","17","Comanche Peak Area",624
3109,"E","0-5",240,0,6615,2706,"Lodgepole Pine","29","Rawah Area",607
3298,"W","10-15",1026,188,1680,2691,"Spruce/Fir","31","Comanche Peak Area",625
2812,"NE","5-10",0,0,771,182,"Aspen","29","Rawah Area",574
2965,"E","10-15",295,42,5327,1842,"Spruce/Fir","23","Rawah Area",573
3297,"S","15-20",537,81,4222,2184,"Spruce/Fir","33","Comanche Peak Area",622
2890,"W","20-25",612,189,1980,1928,"Aspen","13","Comanche Peak Area",591
2812,"SE","10-15",350,76,1234,532,"Lodgepole Pine","34","Comanche Peak Area",605
2922,"SE","5-10",272,14,4222,3994,"Lodgepole Pine","29","Rawah Area",611
2843,"E","10-15",350,55,1144,1445,"Lodgepole Pine","11","Comanche Peak Area",555
3037,"NE","5-10",430,57,1288,2448,"Lodgepole Pine","29","Rawah Area",588
2372,"SW","15-20",484,1,849,830,"Ponderosa Pine","1","Cache la Poudre Area",640
2315,"E","20-25",85,16,433,742,"Ponderosa Pine","4","Cache la Poudre Area",513
2997,"SE","25-30",190,96,2605,1733,"Spruce/Fir","27","Comanche Peak Area",543
2978,"N","5-10",569,6,3343,5783,"Spruce/Fir","29","Rawah Area",597
1917,"N","20-25",180,66,150,752,"Douglas-fir","2","Cache la Poudre Area",512
3011,"NW","0-5",815,39,5748,6258,"Lodgepole Pine","29","Rawah Area",607
2962,"NE","10-15",674,196,1639,1988,"Lodgepole Pine","33","Comanche Peak Area",558
2265,"N","30-35",420,108,725,882,"Ponderosa Pine","10","Cache la Poudre Area",445
2692,"N","0-5",247,6,1092,1997,"Lodgepole Pine","29","Rawah Area",602
3087,"NE","10-15",67,7,780,854,"Spruce/Fir","29","Rawah Area",548
2454,"N","5-10",390,84,1061,907,"Douglas-fir","6","Cache la Poudre Area",594
3024,"SE","10-15",90,-4,955,927,"Spruce/Fir","29","Rawah Area",591
2919,"NE","5-10",426,36,4290,6346,"Lodgepole Pine","12","Rawah Area",583
3238,"NE","5-10",306,25,6233,782,"Spruce/Fir","22","Rawah Area",579
2918,"NE","20-25",424,8,2479,2490,"Lodgepole Pine","29","Rawah Area",512
3087,"SE","0-5",108,-8,3866,1170,"Spruce/Fir","29","Rawah Area",608
2817,"NE","0-5",0,0,2482,2601,"Lodgepole Pine","23","Rawah Area",596
2826,"N","5-10",30,1,2363,2402,"Lodgepole Pine","23","Rawah Area",584
2893,"E","25-30",247,88,2751,1153,"Lodgepole Pine","10","Comanche Peak Area",478
3147,"E","5-10",190,31,2341,3049,"Spruce/Fir","24","Comanche Peak Area",589
3247,"NW","5-10",247,44,4540,661,"Spruce/Fir","39","Rawah Area",610
3248,"W","10-15",553,65,666,834,"Spruce/Fir","23","Neota Area",625
2955,"SW","10-15",192,39,5352,3247,"Spruce/Fir","29","Rawah Area",636
3453,"N","5-10",306,0,1681,3609,"Spruce/Fir","35","Neota Area",590
3192,"NE","5-10",589,75,864,2083,"Spruce/Fir","32","Comanche Peak Area",586
2923,"E","20-25",180,-19,255,1127,"Spruce/Fir","29","Rawah Area",529
2654,"SW","10-15",60,5,1824,979,"Lodgepole Pine","11","Comanche Peak Area",639
3114,"NW","10-15",295,-32,731,1130,"Spruce/Fir","23","Neota Area",604
3204,"NW","15-20",402,81,3371,2624,"Spruce/Fir","31","Comanche Peak Area",566
3153,"E","5-10",700,-41,708,1572,"Lodgepole Pine","22","Neota Area",603
2768,"N","10-15",272,13,976,1092,"Lodgepole Pine","31","Comanche Peak Area",582
2401,"NW","10-15",60,0,1158,955,"Douglas-fir","10","Comanche Peak Area",585
3179,"NW","15-20",242,32,2382,488,"Spruce/Fir","32","Comanche Peak Area",589
2872,"NW","15-20",0,0,4206,601,"Spruce/Fir","29","Rawah Area",599
2932,"SW","20-25",127,42,5035,1237,"Lodgepole Pine","30","Rawah Area",639
3173,"NE","5-10",450,57,2024,2971,"Spruce/Fir","24","Comanche Peak Area",586
3222,"NW","5-10",108,19,4634,480,"Spruce/Fir","38","Rawah Area",614
3066,"E","20-25",469,130,1399,2336,"Spruce/Fir","33","Comanche Peak Area",521
3281,"S","10-15",228,41,3378,1338,"Lodgepole Pine","32","Comanche Peak Area",622
2578,"NE","10-15",218,101,1189,1550,"Lodgepole Pine","2","Comanche Peak Area",555
2893,"NW","25-30",390,154,3587,1231,"Lodgepole Pine","29","Rawah Area",531
3015,"NW","5-10",90,4,2881,2295,"Spruce/Fir","23","Comanche Peak Area",601
3052,"W","5-10",285,-4,1660,1622,"Spruce/Fir","23","Comanche Peak Area",621
2702,"E","5-10",390,35,973,1622,"Lodgepole Pine","29","Rawah Area",585
2900,"E","5-10",300,45,3887,5651,"Lodgepole Pine","20","Rawah Area",590
3157,"NE","10-15",904,-66,968,1718,"Lodgepole Pine","29","Rawah Area",550
2804,"NE","10-15",30,1,2030,1544,"Lodgepole Pine","33","Comanche Peak Area",554
3047,"SW","10-15",426,72,5780,1907,"Spruce/Fir","29","Rawah Area",639
2725,"N","15-20",85,16,2760,577,"Lodgepole Pine","33","Comanche Peak Area",555
3063,"E","20-25",360,38,2322,1783,"Spruce/Fir","33","Comanche Peak Area",497
3243,"S","20-25",509,82,3483,789,"Spruce/Fir","33","Comanche Peak Area",596
2008,"NE","20-25",182,39,240,297,"Ponderosa Pine","6","Cache la Poudre Area",494
3227,"SE","0-5",120,6,4629,1999,"Spruce/Fir","22","Rawah Area",612
2978,"SW","15-20",60,10,3252,1319,"Spruce/Fir","13","Comanche Peak Area",638
3115,"W","20-25",192,39,3669,1262,"Spruce/Fir","39","Comanche Peak Area",627
2861,"E","10-15",30,-1,1865,2489,"Lodgepole Pine","29","Rawah Area",562
2738,"N","5-10",85,-4,1140,2310,"Lodgepole Pine","11","Comanche Peak Area",587
3306,"S","5-10",242,82,1410,2483,"Spruce/Fir","39","Rawah Area",616
3008,"N","20-25",234,37,212,1265,"Lodgepole Pine","24","Comanche Peak Area",503
3109,"E","10-15",0,0,693,1822,"Spruce/Fir","32","Comanche Peak Area",579
2596,"N","15-20",255,39,430,907,"Ponderosa Pine","10","Comanche Peak Area",556
2828,"SE","5-10",30,0,2326,800,"Spruce/Fir","23","Comanche Peak Area",605
2983,"W","10-15",255,55,2553,1950,"Lodgepole Pine","32","Comanche Peak Area",628
3126,"N","20-25",212,54,3287,1471,"Spruce/Fir","31","Comanche Peak Area",496
3397,"S","5-10",830,191,1390,1802,"Krummholz","38","Comanche Peak Area",623
3239,"E","5-10",240,35,1057,930,"Spruce/Fir","32","Neota Area",589
3096,"W","10-15",371,1,2516,927,"Spruce/Fir","32","Comanche Peak Area",633
2927,"NW","10-15",162,26,2067,1573,"Lodgepole Pine","31","Comanche Peak Area",600
3057,"SE","10-15",391,23,6548,3320,"Lodgepole Pine","29","Rawah Area",611
3158,"NE","20-25",212,50,4209,3629,"Spruce/Fir","22","Rawah Area",510
3001,"NE","15-20",0,0,4458,2605,"Spruce/Fir","29","Rawah Area",527
2919,"SW","20-25",283,23,5763,6302,"Spruce/Fir","29","Rawah Area",634
3020,"NW","10-15",108,10,3479,914,"Spruce/Fir","22","Comanche Peak Area",593
2963,"S","15-20",218,89,2550,2178,"Lodgepole Pine","32","Comanche Peak Area",633
3048,"NW","10-15",108,18,4050,2315,"Lodgepole Pine","29","Rawah Area",596
2625,"E","10-15",421,-23,451,1323,"Lodgepole Pine","12","Rawah Area",584
2682,"NE","10-15",256,36,1064,1015,"Ponderosa Pine","11","Comanche Peak Area",572
3164,"S","15-20",1061,36,3160,2554,"Lodgepole Pine","33","Comanche Peak Area",624
3198,"SE","10-15",450,96,382,4656,"Lodgepole Pine","22","Neota Area",605
3332,"S","15-20",837,175,1115,1421,"Lodgepole Pine","40","Comanche Peak Area",611
2870,"SE","15-20",0,0,4872,150,"Lodgepole Pine","30","Rawah Area",580
2929,"NW","20-25",124,39,6007,4917,"Lodgepole Pine","30","Rawah Area",561
3293,"NE","5-10",85,7,4508,3767,"Spruce/Fir","23","Comanche Peak Area",596
2358,"N","15-20",180,75,1266,1073,"Douglas-fir","11","Cache la Poudre Area",547
3216,"SE","10-15",601,100,2347,2650,"Spruce/Fir","24","Comanche Peak Area",593
2946,"NE","20-25",90,10,1245,1291,"Spruce/Fir","24","Comanche Peak Area",509
2794,"SW","20-25",240,-18,1575,992,"Lodgepole Pine","13","Comanche Peak Area",636
2857,"S","15-20",216,95,3995,5407,"Lodgepole Pine","12","Rawah Area",607
2940,"NE","10-15",430,71,2210,2077,"Lodgepole Pine","31","Comanche Peak Area",556
3255,"N","5-10",162,30,3099,2163,"Spruce/Fir","29","Rawah Area",583
